Eng,Kor,Ver
Grade 3 Wheel of Company,3등급 무훈의 에테르석,
,,
Grade 3 Wheel of Capacity,3등급 달견의 에테르석,
Grade 3 Wheel of Observation,3등급 박식의 에테르석,
Grade 3 Wheel of Efficiency,3등급 장인의 에테르석,
Grade 3 Wheel of Precision,3등급 거장의 에테르석,
Grade 3 Wheel of Dedication,3등급 결속의 에테르석,
Grade 3 Wheel of Nutriment,3등급 미식의 에테르석,
Grade 3 Wheel of Permanence,3등급 내구의 에테르석,
,,
Grade 3 Wheel of Pilgrimage,3등급 유랑의 에테르석,
Primed Grade 2 Wheel of Confrontation,충전된 2등급 교련의 에테르석,
Primed Grade 2 Wheel of Productivity,충전된 2등급 수련의 에테르석,
Primed Grade 2 Wheel of Industry,충전된 2등급 단련의 에테르석,
Primed Grade 2 Wheel of Longeing,충전된 2등급 특훈의 에테르석,
Primed Grade 2 Wheel of Rivalry,충전된 2등급 전적의 에테르석,
Primed Grade 2 Wheel of Company,충전된 2등급 무훈의 에테르석,
Primed Grade 2 Wheel of Initiation,충전된 2등급 신병의 에테르석,
Primed Grade 2 Wheel of Capacity,충전된 2등급 달견의 에테르석,
Primed Grade 2 Wheel of Observation,충전된 2등급 박식의 에테르석,
Primed Grade 2 Wheel of Efficiency,충전된 2등급 장인의 에테르석,
Primed Grade 2 Wheel of Precision,충전된 2등급 거장의 에테르석,
Primed Grade 2 Wheel of Dedication,충전된 2등급 결속의 에테르석,
Primed Grade 2 Wheel of Nutriment,충전된 2등급 미식의 에테르석,
Primed Grade 2 Wheel of Permanence,충전된 2등급 내구의 에테르석,
Primed Grade 2 Wheel of Swiftness,충전된 2등급 질풍의 에테르석,
Primed Grade 2 Wheel of Pilgrimage,충전된 2등급 유랑의 에테르석,
Primed Grade 3 Wheel of Confrontation,충전된 3등급 교련의 에테르석,
Primed Grade 3 Wheel of Productivity,충전된 3등급 수련의 에테르석,
Primed Grade 3 Wheel of Industry,충전된 3등급 단련의 에테르석,
Primed Grade 3 Wheel of Longeing,충전된 3등급 특훈의 에테르석,
Primed Grade 3 Wheel of Rivalry,충전된 3등급 전적의 에테르석,
Primed Grade 3 Wheel of Company,충전된 3등급 무훈의 에테르석,
,,
Primed Grade 3 Wheel of Capacity,충전된 3등급 달견의 에테르석,
Primed Grade 3 Wheel of Observation,충전된 3등급 박식의 에테르석,
Primed Grade 3 Wheel of Efficiency,충전된 3등급 장인의 에테르석,
Primed Grade 3 Wheel of Precision,충전된 3등급 거장의 에테르석,
Primed Grade 3 Wheel of Dedication,충전된 3등급 결속의 에테르석,
Primed Grade 3 Wheel of Nutriment,충전된 3등급 미식의 에테르석,
Primed Grade 3 Wheel of Permanence,충전된 3등급 내구의 에테르석,
,,
Primed Grade 3 Wheel of Pilgrimage,충전된 3등급 유랑의 에테르석,
Pine Bonsai,소나무 분재,
Longcase Chronometer,대형 괘종시계,
Oriental Bathtub,동방의 욕조,
Frolicking Beasts,마수인물희화,
,,
Kotatsu Table,동방의 난방탁자,
Wax Vegetables,모둠 채소 상자,
Guildleve Counter,길드 의뢰 카운터,
Egg Floor Lamp,달걀 조명등,
Glade Tea Set,검은장막 홍차 세트,
Riviera Supper,라노시아 저녁 정식,
Oasis Breakfast,다날란 아침 정식,
Scattered Documents,흩어진 문서,
Oriental Altar,동방의 제단,
Oriental Wall Scroll,동방의 족자,
Oriental Partition,동방의 미닫이문,
Dead Man's Chest,망자의 보물상자,
Oak Low Barrel Planter,작은 떡갈나무통 화분,
Valentione's Cake,발렌티온 케이크,
Royal Partition,왕실 칸막이,
Order of Nald'thal Lectern,날달 교단의 연단,
Green Tea Set,녹차 세트,
Dried Well,검은장막 우물,
Oriental Striking Dummy,동방의 나무인형,
Eastern Cherry Tree,동방의 벚나무,
Crimson Felt Mat,진홍빛 펠트 돗자리,
Flame of Passion,정열의 불꽃,
Wild Banana Tree,야생 바나나 나무,
Personal Astroscope,개인용 천체관측기,
Riviera Garden Table Set,라노시아 정원용 탁자 세트,
Dodo's Nest,도도 둥지,
Retainer Cartonnier,집사용 문서함,
Retainer Counter,집사용 대면책상,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Spotted Interior Wall,물방울 내벽,
Wavy Interior Wall,파도무늬 내벽,
Tatami Flooring,다다미 장판,
Monochrome Flooring,흑백 격자 바닥,
Oasis Cobble Flooring,다날란 도로 바닥,
Star Chandelier,별과 달 샹들리에,
Dodo Card,카드: 도도,
Tonberry Card,카드: 톤베리,
Sabotender Card,카드: 사보텐더,
Spriggan Card,카드: 스프리건,
Pudding Card,카드: 푸딩,
Bomb Card,카드: 봄,
Mandragora Card,카드: 만드라고라,
Coblyn Card,카드: 코브란,
Morbol Card,카드: 몰볼,
Coeurl Card,카드: 커얼,
Ahriman Card,카드: 아리만,
Goobbue Card,카드: 구부,
Chocobo Card,카드: 초코보,
Amalj'aa Card,카드: 아말쟈,
Ixal Card,카드: 이크살,
Sylph Card,카드: 말썽쟁이 실프,
Kobold Card,카드: 코볼드,
Sahagin Card,카드: 사하긴,
Tataru Taru Card,카드: 타타루 타루,
Moogle Card,카드: 모그리,
Siren Card,카드: 세이렌,
Ultros & Typhon Card,카드: 오르트로스 & 티폰,
Demon Wall Card,카드: 악마의 벽,
Succubus Card,카드: 서큐버스,
Chimera Card,카드: 키마이라,
Blue Dragon Card,카드: 푸른 용,
Scarface Bugaal Ja Card,카드: 잘생긴 부가쟈,
Momodi Modi Card,카드: 모모디 모디,
Baderon Tenfingers Card,카드: 열 손가락 바데론,
Mother Miounne Card,카드: 뮨,
Livia sas Junius Card,카드: 리위아 사스 유니우스,
Rhitahtyn sas Arvina Card,카드: 리트아틴 사스 아르비나,
Biggs & Wedge Card,카드: 빅스 & 웨지,
Gerolt Card,카드: 게롤트 블랙손,
Frixio Card,카드: 프리크시오,
Mutamix Bubblypots Card,카드: 뮤타믹스,
Memeroon Card,카드: 메메룬,
Behemoth Card,카드: 베히모스,
Gilgamesh & Enkidu Card,카드: 길가메시 & 엔키두,
Ifrit Card,카드: 이프리트,
Titan Card,카드: 타이탄,
Garuda Card,카드: 가루다,
Good King Moggle Mog XII Card,카드: 선왕 모그루 모그 XII세,
Raya-O-Senna & A-Ruhn-Senna Card,카드: 라야 오 센나 & 아 룬 센나,
Godbert Manderville Card,카드: 고드베르트 맨더빌,
Thancred Card,카드: 산크레드,
Nero tol Scaeva Card,카드: 네로 톨 스카이와,
Papalymo & Yda Card,카드: 파파리모 & 이다,
Y'shtola Card,카드: 야슈톨라,
Urianger Card,카드: 위리앙제 오귀레,
Ultima Weapon Card,카드: 알테마 웨폰,
Odin Card,카드: 오딘,
Ramuh Card,카드: 라무,
Leviathan Card,카드: 리바이어선,
Shiva Card,카드: 시바,
Minfilia Card,카드: 민필리아,
Lahabrea Card,카드: 아씨엔 라하브레아,
Cid Garlond Card,카드: 시드 갈론드,
Alphinaud & Alisaie Card,카드: 알피노 & 알리제,
Louisoix Leveilleur Card,카드: 루이수아 르베유르,
Bahamut Card,카드: 바하무트,
Hildibrand & Nashu Mhakaracca Card,카드: 힐디브랜드 & 나슈 마카라카,
Nanamo Ul Namo Card,카드: 나나모 울 나모,
Gaius van Baelsar Card,카드: 가이우스 반 바일사르,
Merlwyb Bloefhiswyn Card,카드: 멜위브 블루피쉰,
Kan-E-Senna Card,카드: 카느 에 센나,
Raubahn Aldynn Card,카드: 라우반 알딘,
Warrior of Light Card,카드: 빛의 전사,
Firion Card,카드: 프리오닐,
Onion Knight Card,카드: 양파 기사,
Cecil Harvey Card,카드: 세실 하비,
Bartz Klauser Card,카드: 바츠 클라우저,
Terra Branford Card,카드: 티나 브랜포드,
Cloud Strife Card,카드: 클라우드 스트라이프,
Squall Leonhart Card,카드: 스콜 레온하트,
Zidane Tribal Card,카드: 지탄 트라이벌,
Tidus Card,카드: 티다,
Shantotto Card,카드: 샨토토,
Vaan Card,카드: 반,
Lightning Card,카드: 라이트닝,
Chocobo Training Manual - Choco Dash I,초코보 교본: 초코 질주,
Chocobo Training Manual - Choco Dash II,초코보 교본: 초코 질주 2,
Chocobo Training Manual - Choco Dash III,초코보 교본: 초코 질주 3,
Chocobo Training Manual - Choco Cure I,초코보 교본: 초코 케알,
Chocobo Training Manual - Choco Cure II,초코보 교본: 초코 케알 2,
Chocobo Training Manual - Choco Cure III,초코보 교본: 초코 케알 3,
Chocobo Training Manual - Choco Esuna I,초코보 교본: 초코 에스나,
Chocobo Training Manual - Choco Esuna II,초코보 교본: 초코 에스나 2,
Chocobo Training Manual - Choco Esuna III,초코보 교본: 초코 에스나 3,
Chocobo Training Manual - Choco Ease I,초코보 교본: 초코 완화,
Chocobo Training Manual - Choco Ease II,초코보 교본: 초코 완화 2,
Chocobo Training Manual - Choco Ease III,초코보 교본: 초코 완화 3,
Chocobo Training Manual - Choco Calm I,초코보 교본: 초코 안정,
Chocobo Training Manual - Choco Calm II,초코보 교본: 초코 안정 2,
Chocobo Training Manual - Choco Calm III,초코보 교본: 초코 안정 3,
Chocobo Training Manual - Choco Reflect I,초코보 교본: 초코 리플렉트,
Chocobo Training Manual - Choco Reflect II,초코보 교본: 초코 리플렉트 2,
Chocobo Training Manual - Choco Reflect III,초코보 교본: 초코 리플렉트 3,
Chocobo Training Manual - Choco Steal I,초코보 교본: 초코 훔치기,
Chocobo Training Manual - Choco Steal II,초코보 교본: 초코 훔치기 2,
Chocobo Training Manual - Choco Steal III,초코보 교본: 초코 훔치기 3,
Chocobo Training Manual - Choco Silence I,초코보 교본: 초코 사일레스,
Chocobo Training Manual - Choco Silence II,초코보 교본: 초코 사일레스 2,
Chocobo Training Manual - Choco Silence III,초코보 교본: 초코 사일레스 3,
Chocobo Training Manual - Choco Shock I,초코보 교본: 초코 충격,
Chocobo Training Manual - Choco Shock II,초코보 교본: 초코 충격 2,
Chocobo Training Manual - Choco Shock III,초코보 교본: 초코 충격 3,
Chocobo Training Manual - Increased Stamina I,초코보 교본: 체력 소모량 절감,
Chocobo Training Manual - Increased Stamina II,초코보 교본: 체력 소모량 절감 2,
Chocobo Training Manual - Increased Stamina III,초코보 교본: 체력 소모량 절감 3,
Chocobo Training Manual - Heavy Resistance I,초코보 교본: 과중력 저항,
Chocobo Training Manual - Heavy Resistance II,초코보 교본: 과중력 저항 2,
Chocobo Training Manual - Heavy Resistance III,초코보 교본: 과중력 저항 3,
Chocobo Training Manual - Heavy Resistance IV,초코보 교본: 과중력 저항 4,
Chocobo Training Manual - Heavy Resistance V,초코보 교본: 과중력 저항 5,
Chocobo Training Manual - Level Head I,초코보 교본: 광분 저항,
Chocobo Training Manual - Level Head II,초코보 교본: 광분 저항 2,
Chocobo Training Manual - Level Head III,초코보 교본: 광분 저항 3,
Chocobo Training Manual - Level Head IV,초코보 교본: 광분 저항 4,
Chocobo Training Manual - Level Head V,초코보 교본: 광분 저항 5,
Chocobo Training Manual - Speedy Recovery I,초코보 교본: 체력 회복량 증가,
Chocobo Training Manual - Speedy Recovery II,초코보 교본: 체력 회복량 증가 2,
Chocobo Training Manual - Speedy Recovery III,초코보 교본: 체력 회복량 증가 3,
Chocobo Training Manual - Dressage I,초코보 교본: 경험치 증가,
Chocobo Training Manual - Dressage II,초코보 교본: 경험치 증가 2,
Chocobo Training Manual - Dressage III,초코보 교본: 경험치 증가 3,
,,
Lethe Water,레테 강물,
Thorne Dynasty Map,손씨 왕조 시대의 지도,
Demon Helm of Fending,악마의 수호자 투구,
Demon Armor of Fending,악마의 수호자 갑옷,
Demon Gauntlets of Fending,악마의 수호자 건틀릿,
Demon Breeches of Fending,악마의 수호자 바지,
Demon Sabatons of Fending,악마의 수호자 판금장화,
Demon Tassets of Fending,악마의 수호자 허리띠,
Demon Circlet of Maiming,악마의 학살자 머리장식,
Demon Mail of Maiming,악마의 학살자 갑옷,
Demon Gauntlets of Maiming,악마의 학살자 건틀릿,
Demon Breeches of Maiming,악마의 학살자 바지,
Demon Greaves of Maiming,악마의 학살자 갑주장화,
Demon Tassets of Maiming,악마의 학살자 허리띠,
Demon Circlet of Striking,악마의 타격대 머리장식,
Demon Chestpiece of Striking,악마의 타격대 가슴받이,
Demon Bracers of Striking,악마의 타격대 손보호구,
Demon Sarouel of Striking,악마의 타격대 헐렁바지,
Demon Caligae of Striking,악마의 타격대 군화,
Demon Sash of Striking,악마의 타격대 허리띠,
Demon Hat of Aiming,악마의 유격대 모자,
Demon Tabard of Aiming,악마의 유격대 휘장복,
Demon Bracers of Aiming,악마의 유격대 손보호구,
Demon Breeches of Aiming,악마의 유격대 바지,
Demon Boots of Aiming,악마의 유격대 장화,
Demon Belt of Aiming,악마의 유격대 허리띠,
Demon Circlet of Scouting,악마의 정찰대 머리장식,
Demon Chestpiece of Scouting,악마의 정찰대 가슴받이,
Demon Bracers of Scouting,악마의 정찰대 손보호구,
Demon Sarouel of Scouting,악마의 정찰대 헐렁바지,
Demon Caligae of Scouting,악마의 정찰대 군화,
Demon Sash of Scouting,악마의 정찰대 허리띠,
Demon Hat of Healing,악마의 치유사 모자,
Demon Robe of Healing,악마의 치유사 로브,
Demon Gloves of Healing,악마의 치유사 장갑,
Demon Skirt of Healing,악마의 치유사 치마,
Demon Sandals of Healing,악마의 치유사 샌들,
Demon Belt of Healing,악마의 치유사 허리띠,
Demon Hat of Casting,악마의 마술사 모자,
Demon Robe of Casting,악마의 마술사 로브,
Demon Gloves of Casting,악마의 마술사 장갑,
Demon Skirt of Casting,악마의 마술사 치마,
Demon Sandals of Casting,악마의 마술사 샌들,
Demon Belt of Casting,악마의 마술사 허리띠,
Varlet's Sallet,악한의 경량투구,
Varlet's Hauberk,악한의 사슬철갑,
Varlet's Gauntlets,악한의 건틀릿,
Varlet's Breeches,악한의 바지,
Varlet's Sabatons,악한의 판금장화,
Varlet's Tassets,악한의 허리갑옷,
Picaroon's Headgear of Maiming,무뢰한 학살자 머리보호구,
Picaroon's Jacket of Maiming,무뢰한 학살자 재킷,
Picaroon's Armguards of Maiming,무뢰한 학살자 팔보호구,
Picaroon's Trousers of Maiming,무뢰한 학살자 긴바지,
Picaroon's Leggings of Maiming,무뢰한 학살자 다리보호대,
Picaroon's Belt of Maiming,무뢰한 학살자 허리띠,
Picaroon's Eyepatch of Striking,무뢰한 타격대 안대,
Picaroon's Jacket of Striking,무뢰한 타격대 재킷,
Picaroon's Armguards of Striking,무뢰한 타격대 팔보호구,
Picaroon's Trousers of Striking,무뢰한 타격대 긴바지,
Picaroon's Leggings of Striking,무뢰한 타격대 다리보호대,
Picaroon's Belt of Striking,무뢰한 타격대 허리띠,
Bogatyr's Cap of Aiming,방랑무사 유격대 모자,
Bogatyr's Longcoat of Aiming,방랑무사 유격대 전투복,
Bogatyr's Gloves of Aiming,방랑무사 유격대 장갑,
Bogatyr's Slops of Aiming,방랑무사 유격대 일자바지,
Bogatyr's Thighboots of Aiming,방랑무사 유격대 허벅지장화,
Bogatyr's Sash of Aiming,방랑무사 유격대 장식띠,
Picaroon's Mask of Scouting,무뢰한 정찰대 가면,
Picaroon's Jacket of Scouting,무뢰한 정찰대 재킷,
Picaroon's Armguards of Scouting,무뢰한 정찰대 팔보호구,
Picaroon's Trousers of Scouting,무뢰한 정찰대 긴바지,
Picaroon's Leggings of Scouting,무뢰한 정찰대 다리보호대,
Picaroon's Belt of Scouting,무뢰한 정찰대 허리띠,
Bogatyr's Circlet of Healing,방랑무사 치유사 머리장식,
Bogatyr's Longcoat of Healing,방랑무사 치유사 전투복,
Bogatyr's Gloves of Healing,방랑무사 치유사 장갑,
Bogatyr's Slops of Healing,방랑무사 치유사 일자바지,
Bogatyr's Thighboots of Healing,방랑무사 치유사 허벅지장화,
Bogatyr's Rope Belt of Healing,방랑무사 치유사 허릿줄,
Bogatyr's Blinder of Casting,방랑무사 마술사 눈보호대,
Bogatyr's Longcoat of Casting,방랑무사 마술사 전투복,
Bogatyr's Gloves of Casting,방랑무사 마술사 장갑,
Bogatyr's Slops of Casting,방랑무사 마술사 일자바지,
Bogatyr's Thighboots of Casting,방랑무사 마술사 허벅지장화,
Bogatyr's Rope Belt of Casting,방랑무사 마술사 허릿줄,
Varlet's Necklace,악한의 목걸이,
Varlet's Earrings,악한의 귀걸이,
Varlet's Armillae,악한의 손목고리,
Varlet's Ring,악한의 반지,
Picaroon's Necklace of Slaying,무뢰한 공격대 목걸이,
Picaroon's Earrings of Slaying,무뢰한 공격대 귀걸이,
Picaroon's Armillae of Slaying,무뢰한 공격대 손목고리,
Picaroon's Ring of Slaying,무뢰한 공격대 반지,
Bogatyr's Necklace of Aiming,방랑무사 유격대 목걸이,
Bogatyr's Earrings of Aiming,방랑무사 유격대 귀걸이,
Bogatyr's Armillae of Aiming,방랑무사 유격대 손목고리,
Bogatyr's Ring of Aiming,방랑무사 유격대 반지,
Bogatyr's Necklace of Healing,방랑무사 치유사 목걸이,
Bogatyr's Earrings of Healing,방랑무사 치유사 귀걸이,
Bogatyr's Armillae of Healing,방랑무사 치유사 손목고리,
Bogatyr's Ring of Healing,방랑무사 치유사 반지,
Bogatyr's Necklace of Casting,방랑무사 마술사 목걸이,
Bogatyr's Earrings of Casting,방랑무사 마술사 귀걸이,
Bogatyr's Armillae of Casting,방랑무사 마술사 손목고리,
Bogatyr's Ring of Casting,방랑무사 마술사 반지,
Gambler's Trenchcoat,도박사 외투,
Gambler's Gloves,도박사 장갑,
Gambler's Trousers,도박사 긴바지,
Gambler's Boots,도박사 장화,
Bunny Crown,토끼 머리띠,
Bunny Bustier,토끼 뷔스티에,
Bunny Loops,토끼 소매장식,
Bunny Tights,토끼 스타킹,
Bunny Pumps,토끼 구두,
Riviera Doublet,해변의 겹옷,
Riviera Slops,해변의 일자바지,
Riviera Dress,해변의 드레스,
Oasis Doublet,오아시스 겹옷,
Oasis Halftrews,오아시스 칠부바지,
